idCuando	idQue	idDonde	unidades	clientes
234	59	7	63	52
234	60	19	95	57
235	1	19	63	32
235	2	11	91	81
235	3	3	22	16
235	4	1	49	48
235	5	14	32	25
235	6	13	89	81
235	7	3	47	47
235	8	10	48	47
235	9	1	10	8
235	10	8	79	54
235	11	12	83	73
235	12	3	19	14
235	13	15	91	52
235	14	17	4	4
235	15	1	87	73
235	16	19	48	45
235	17	10	46	24
235	18	11	94	73
235	19	7	41	34
235	20	9	4	4
235	21	9	2	1
235	22	13	55	54
235	23	15	81	69
235	24	5	84	60
235	25	14	47	30
235	26	14	71	40
235	27	5	50	26
235	28	7	64	57
235	29	2	43	29
235	30	7	76	49
235	31	20	85	82
235	32	12	60	40
235	33	6	94	57
235	34	1	59	44
235	35	5	31	21
235	36	4	30	24
235	37	17	9	8
235	38	15	47	45
235	39	8	70	52
235	40	11	81	58
235	41	7	36	20
235	42	8	29	18
235	43	11	41	26
235	44	12	17	14
235	45	3	1	1
235	46	9	1	1
235	47	11	29	23
235	48	3	98	53
235	49	5	73	67
235	50	10	69	41
235	51	17	67	56
235	52	20	42	35
235	53	20	31	31
235	54	17	69	55
235	55	5	26	14
235	56	9	82	44
235	57	4	31	19
235	58	15	59	46
235	59	17	46	32
235	60	13	4	3
236	1	13	99	84
236	2	17	96	63
236	3	14	2	1
236	4	7	45	36
236	5	4	90	73
236	6	6	6	4
236	7	6	23	22
236	8	14	40	24
236	9	7	46	42
236	10	2	46	31
236	11	10	47	43
236	12	20	73	46
236	13	18	81	57
236	14	17	69	49
236	15	1	37	31
236	16	18	80	64
236	17	3	22	15
236	18	17	15	15
236	19	7	44	24
236	20	6	42	29
236	21	6	28	27
236	22	16	73	53
236	23	12	70	39
236	24	5	40	40
236	25	17	90	59
236	26	5	72	71
236	27	4	70	70
236	28	3	28	25
236	29	16	40	22
236	30	17	19	15
236	31	3	84	65
236	32	5	51	26
236	33	8	44	39
236	34	2	59	56
236	35	15	59	55
236	36	16	93	85
236	37	7	70	46
236	38	4	11	6
236	39	12	81	58
236	40	4	29	15
236	41	9	29	15
236	42	11	12	8
236	43	18	20	20
236	44	14	67	57
236	45	6	65	57
236	46	19	92	92
236	47	16	61	57
236	48	9	70	38
236	49	3	99	55
236	50	2	89	49
236	51	16	41	33
236	52	19	67	43
236	53	3	8	5
236	54	10	46	24
236	55	16	76	69
236	56	8	4	4
236	57	14	31	24
236	58	8	59	30
236	59	6	21	15
236	60	10	78	60
237	1	13	28	20
237	2	9	89	85
237	3	2	2	2
237	4	11	90	66
237	5	9	95	89
237	6	12	22	12
237	7	11	23	18
237	8	9	2	2
237	9	19	33	17
237	10	10	98	79
237	11	13	95	82
237	12	1	97	93
237	13	12	17	16
237	14	20	99	62
237	15	2	1	1
237	16	12	45	44
237	17	12	17	14
237	18	7	18	12
237	19	4	46	35
237	20	6	74	71
237	21	13	24	18
237	22	11	1	1
237	23	8	76	74
237	24	11	51	48
237	25	4	26	17
237	26	2	70	50
237	27	13	17	13
237	28	8	65	39
237	29	16	9	6
237	30	17	100	59
237	31	3	47	26
237	32	17	6	6
237	33	6	65	38
237	34	3	58	33
237	35	8	2	2
237	36	1	14	12
237	37	16	14	8
237	38	15	70	37
237	39	14	85	67
237	40	14	55	47
237	41	2	47	25
237	42	11	26	16
237	43	18	77	56
237	44	9	42	41
237	45	16	44	31
237	46	3	68	59
237	47	1	20	12
237	48	17	16	12
237	49	11	62	39
237	50	1	45	28
237	51	6	16	9
237	52	19	33	29
237	53	6	46	32
237	54	9	63	58
237	55	1	75	48
237	56	14	57	44
237	57	20	62	54
237	58	8	44	28
237	59	14	25	15
237	60	3	82	79
238	1	3	65	36
238	2	17	76	58
238	3	20	83	58
238	4	6	92	85
238	5	18	46	27
238	6	2	9	5
238	7	20	23	19
238	8	1	45	31
238	9	13	72	66
238	10	8	16	16
238	11	4	29	25
238	12	2	39	36
238	13	17	93	55
238	14	14	24	20
238	15	20	87	57
238	16	7	57	32
238	17	7	46	41
238	18	1	87	72
238	19	9	17	16
238	20	15	38	35
238	21	18	36	24
238	22	13	19	12
238	23	19	50	37
238	24	12	44	33
238	25	8	81	78
238	26	20	2	2
238	27	2	27	20
238	28	16	83	57
238	29	10	43	38
238	30	6	33	27
238	31	11	82	49
238	32	11	59	30
238	33	7	93	71
238	34	16	80	41
238	35	11	85	48
238	36	13	80	45
238	37	14	55	35
238	38	4	50	36
238	39	6	80	52
238	40	3	99	83
238	41	15	62	57
238	42	17	88	50
238	43	7	48	43
238	44	9	78	53
238	45	9	3	2
238	46	1	36	36
238	47	1	39	28
238	48	3	1	1
238	49	13	99	80
238	50	1	55	52
238	51	10	17	9
238	52	18	81	73
238	53	19	9	8
238	54	13	72	56
238	55	7	16	12
238	56	6	35	24
238	57	14	36	27
238	58	15	16	11
238	59	2	91	68
238	60	14	50	36
239	1	8	43	33
239	2	1	79	61
239	3	1	23	15
239	4	6	99	86
239	5	12	21	20
239	6	16	55	34
239	7	2	8	4
239	8	6	25	21
239	9	7	99	78
239	10	1	50	25
239	11	11	69	61
239	12	4	69	41
239	13	3	40	31
239	14	15	68	63
239	15	3	71	66
239	16	19	20	16
239	17	4	21	13
239	18	5	12	9
239	19	9	39	20
239	20	13	53	31
239	21	19	63	58
239	22	2	49	27
239	23	2	48	41
239	24	9	57	45
239	25	8	21	17
239	26	9	41	35
239	27	8	22	16
239	28	9	16	9
239	29	7	6	6
239	30	16	34	33
239	31	8	2	1
239	32	10	96	89
239	33	19	62	59
239	34	11	56	55
239	35	17	79	45
239	36	4	75	65
239	37	7	29	18
239	38	9	5	3
239	39	8	97	91
239	40	10	96	66
239	41	14	4	3
239	42	9	85	70
239	43	4	26	25
239	44	3	40	38
239	45	11	74	67
239	46	14	6	6
239	47	15	20	17
239	48	15	81	51
239	49	12	99	70
239	50	19	56	55
239	51	11	76	41
239	52	8	58	58
239	53	10	62	48
239	54	2	1	1
239	55	12	22	18
239	56	2	45	25
239	57	14	24	13
239	58	15	10	9
239	59	7	6	4
239	60	7	88	68
240	1	14	22	15
240	2	6	98	82
240	3	18	64	45
240	4	6	21	21
240	5	2	70	62
240	6	14	70	65
240	7	6	86	77
240	8	15	83	49
240	9	9	25	20
240	10	3	19	12
240	11	17	26	20
240	12	18	26	20
240	13	15	53	45
240	14	4	36	33
240	15	20	77	47
240	16	8	43	38
240	17	20	26	14
240	18	16	100	96
240	19	2	82	81
240	20	12	5	4
240	21	20	94	49
240	22	20	39	38
240	23	17	6	3
240	24	15	60	58
240	25	5	14	10
240	26	8	75	54
240	27	2	67	45
240	28	20	6	3
240	29	19	73	48
240	30	3	13	9
240	31	18	59	57
240	32	15	49	36
240	33	7	81	43
240	34	18	50	48
240	35	12	35	28
240	36	9	36	35
240	37	2	50	30
240	38	17	65	60
240	39	8	47	33
240	40	9	86	85
240	41	8	68	56
240	42	2	88	55
240	43	9	38	25
240	44	11	74	65
240	45	6	78	58
240	46	1	20	17
240	47	6	41	31
240	48	4	98	84
240	49	7	99	73
240	50	11	23	17
240	51	20	43	35
240	52	6	28	17
240	53	1	24	17
240	54	3	34	25
240	55	5	23	23
240	56	10	97	57
240	57	5	95	93
240	58	4	26	14
240	59	2	3	2
240	60	12	15	9
241	1	10	14	14
241	2	4	38	37
241	3	12	87	67
241	4	19	1	1
241	5	19	57	31
241	6	13	71	52
241	7	6	27	19
241	8	14	61	51
241	9	15	4	4
241	10	12	76	62
241	11	10	14	7
241	12	9	61	35
241	13	19	52	47
241	14	20	54	38
241	15	3	65	34
241	16	7	54	34
241	17	7	84	70
241	18	13	63	39
241	19	7	40	21
241	20	17	10	6
241	21	18	10	8
241	22	7	66	52
241	23	19	64	63
241	24	8	53	50
241	25	16	8	4
241	26	8	83	47
241	27	10	15	8
241	28	19	78	63
241	29	20	24	17
241	30	16	59	44
241	31	13	66	39
241	32	6	25	18
241	33	5	26	15
241	34	15	50	34
241	35	11	81	44
241	36	13	39	26
241	37	17	50	30
241	38	20	55	48
241	39	16	70	38
241	40	14	37	25
241	41	15	16	12
241	42	9	26	19
241	43	13	52	40
241	44	9	67	38
241	45	5	21	16
241	46	15	6	4
241	47	4	53	52
241	48	2	100	66
241	49	9	32	19
241	50	4	17	16
241	51	15	64	38
241	52	1	89	59
241	53	6	45	36
241	54	17	87	70
241	55	4	32	30
241	56	3	12	12
241	57	15	99	54
241	58	17	98	65
241	59	17	84	73
241	60	1	69	48
242	1	16	66	56
242	2	8	65	34
242	3	4	75	68
242	4	4	23	18
242	5	9	47	35
242	6	12	37	23
242	7	18	48	31
242	8	6	21	13
242	9	3	28	26
242	10	12	6	5
242	11	3	71	69
242	12	14	76	59
242	13	5	77	71
242	14	6	68	50
242	15	17	99	64
242	16	17	77	52
242	17	4	50	27
242	18	8	2	2
242	19	9	79	68
242	20	5	89	71
242	21	13	64	33
242	22	7	67	42
242	23	13	43	29
242	24	3	26	13
242	25	6	58	43
242	26	6	60	58
242	27	9	22	16
242	28	5	30	23
242	29	8	50	43
242	30	18	51	38
242	31	12	92	85
242	32	10	35	33
242	33	16	65	49
242	34	13	59	52
242	35	2	27	15
242	36	13	38	25
242	37	16	76	45
242	38	14	46	36
242	39	20	16	9
242	40	14	58	43
242	41	20	96	50
242	42	16	18	18
242	43	14	56	31
242	44	9	9	6
242	45	5	15	11
242	46	10	3	2
242	47	14	65	36
242	48	2	2	1
242	49	6	27	15
242	50	9	60	44
242	51	1	46	43
242	52	5	2	1
242	53	8	64	37
242	54	8	33	25
242	55	7	6	5
242	56	2	65	52
242	57	20	69	43
242	58	14	20	13
242	59	13	43	33
242	60	15	66	50
243	1	6	70	40
243	2	3	67	34
243	3	20	15	15
243	4	5	80	77
243	5	12	73	47
243	6	1	23	17
243	7	3	60	51
243	8	13	63	38
243	9	15	65	56
243	10	14	86	45
243	11	7	94	68
243	12	7	5	5
243	13	14	87	65
243	14	12	69	48
243	15	4	19	10
243	16	13	99	53
243	17	16	59	58
243	18	2	66	44
243	19	15	47	41
243	20	13	23	22
243	21	15	96	62
243	22	7	51	28
243	23	14	82	53
243	24	7	6	3
243	25	17	44	41
243	26	11	10	9
243	27	5	64	40
243	28	6	36	35
243	29	15	52	30
243	30	10	4	2
243	31	15	49	45
243	32	14	69	57
243	33	4	52	39
243	34	9	61	34
243	35	10	40	28
243	36	18	59	48
243	37	13	22	17
243	38	11	75	39
243	39	20	13	11
243	40	20	5	5
243	41	17	19	11
243	42	17	34	23
243	43	2	96	62
243	44	16	83	59
243	45	19	34	22
243	46	7	90	48
243	47	3	51	30
243	48	12	87	49
243	49	10	22	17
243	50	3	67	43
243	51	17	29	23
243	52	15	68	53
243	53	15	38	29
243	54	3	1	1
243	55	13	69	36
243	56	2	11	7
243	57	4	79	46
243	58	2	67	48
243	59	14	54	38
243	60	11	33	17
244	1	9	78	60
244	2	4	89	52
244	3	17	8	4
244	4	16	88	85
244	5	10	81	74
244	6	8	79	53
244	7	12	71	40
244	8	8	23	19
244	9	5	79	51
244	10	16	44	23
244	11	9	82	74
244	12	1	91	57
244	13	11	45	39
244	14	20	94	92
244	15	9	71	37
244	16	17	58	40
244	17	4	4	2
244	18	17	56	43
244	19	10	59	43
244	20	2	51	45
244	21	17	94	53
244	22	11	15	10
244	23	8	9	9
244	24	7	71	58
244	25	13	91	59
244	26	8	63	53
244	27	7	85	75
244	28	6	42	37
244	29	9	72	55
244	30	2	34	18
244	31	20	97	62
244	32	16	38	26
244	33	13	86	53
244	34	18	4	3
244	35	3	12	10
244	36	4	6	5
244	37	18	48	31
244	38	1	43	40
244	39	17	99	67
244	40	15	45	28
244	41	12	26	19
244	42	14	82	71
244	43	1	98	55
244	44	7	20	10
244	45	2	54	42
244	46	10	87	81
244	47	13	26	14
244	48	11	97	76
244	49	4	53	39
244	50	10	29	16
244	51	13	66	64
244	52	6	83	46
244	53	14	38	23
244	54	2	33	24
244	55	16	40	25
244	56	13	39	37
244	57	17	44	27
244	58	7	75	73
244	59	8	60	59
244	60	5	61	55
245	1	20	33	29
245	2	10	85	58
245	3	12	11	11
245	4	19	1	1
245	5	1	59	52
245	6	20	90	84
245	7	14	75	43
245	8	8	95	72
245	9	1	53	44
245	10	5	19	11
245	11	10	82	49
245	12	7	26	15
245	13	5	78	66
245	14	18	58	45
245	15	17	8	7
245	16	1	96	71
245	17	17	17	15
245	18	3	16	15
245	19	9	43	37
245	20	8	87	86
245	21	18	64	39
245	22	1	7	6
245	23	2	16	8
245	24	20	19	14
245	25	1	9	5
245	26	18	20	17
245	27	19	94	75
245	28	12	96	67
245	29	7	44	37
245	30	18	76	42
245	31	20	17	11
245	32	20	66	39
245	33	1	84	46
245	34	1	43	25
245	35	20	61	31
245	36	1	60	57
245	37	13	97	87
245	38	4	92	46
245	39	20	53	40
245	40	9	27	20
245	41	15	33	18
245	42	12	35	35
245	43	18	1	1
245	44	9	34	33
245	45	11	99	97
245	46	17	22	18
245	47	8	39	28
245	48	9	51	49
245	49	2	30	28
245	50	9	93	79
245	51	7	86	73
245	52	15	76	76
245	53	12	15	13
245	54	7	43	38
245	55	18	84	78
245	56	14	50	46
245	57	1	39	33
245	58	14	80	41
245	59	4	6	5
245	60	9	37	33
246	1	18	88	49
246	2	2	60	58
246	3	6	68	52
246	4	20	63	62
246	5	14	11	11
246	6	2	11	7
246	7	11	29	28
246	8	13	13	9
246	9	1	87	49
246	10	2	22	18
246	11	10	7	5
246	12	17	90	60
246	13	13	77	74
246	14	2	74	41
246	15	18	56	46
246	16	1	10	8
246	17	14	38	35
246	18	15	45	23
246	19	2	75	47
246	20	2	96	85
246	21	7	46	33
246	22	17	56	44
246	23	11	64	34
246	24	3	45	39
246	25	13	12	7
246	26	6	8	4
246	27	4	95	55
246	28	11	77	69
246	29	7	80	72
246	30	4	70	69
246	31	20	63	36
246	32	20	72	54
246	33	11	29	17
246	34	17	26	17
246	35	20	52	44
246	36	18	80	75
246	37	7	92	63
246	38	19	79	77
246	39	20	8	6
246	40	4	44	26
246	41	1	36	22
246	42	20	17	14
246	43	17	49	47
246	44	9	81	55
246	45	19	4	3
246	46	2	72	63
246	47	3	24	13
246	48	15	71	45
246	49	12	18	13
246	50	9	31	20
246	51	12	37	34
246	52	18	44	43
246	53	19	66	64
246	54	1	46	37
246	55	15	4	4
246	56	7	12	10
246	57	13	73	63
246	58	6	9	8
246	59	17	42	28
246	60	18	82	81
247	1	4	70	35
247	2	10	32	22
247	3	7	40	30
247	4	18	17	12
247	5	2	78	47
247	6	3	30	20
247	7	10	24	19
247	8	6	59	41
247	9	15	48	41
247	10	4	21	11
247	11	5	47	45
247	12	18	40	21
247	13	15	18	14
247	14	6	82	47
247	15	16	95	89
247	16	1	31	22
247	17	4	34	20
247	18	1	60	31
247	19	5	36	21
247	20	5	16	15
247	21	10	28	21
247	22	15	31	28
247	23	11	39	34
247	24	6	52	50
247	25	17	51	40
247	26	2	28	18
247	27	4	28	22
247	28	4	20	10
247	29	17	61	52
247	30	12	57	56
247	31	9	40	25
247	32	11	33	30
247	33	12	44	42
247	34	1	37	35
247	35	5	41	32
247	36	19	13	8
247	37	5	22	21
247	38	9	66	41
247	39	17	75	68
247	40	5	39	26
247	41	5	24	15
247	42	1	50	34
247	43	10	54	48
247	44	14	76	40
247	45	15	2	1
247	46	9	82	59
247	47	6	45	39
247	48	6	69	68
247	49	14	57	30
247	50	16	7	4
247	51	15	100	63
247	52	6	76	53
247	53	9	56	54
247	54	12	18	17
247	55	12	78	56
247	56	6	58	33
247	57	11	19	19
247	58	19	37	28
247	59	12	85	75
247	60	8	31	19
248	1	8	41	26
248	2	17	71	38
248	3	16	76	41
248	4	18	47	34
248	5	20	62	48
248	6	14	1	1
248	7	11	47	42
248	8	19	67	50
248	9	17	30	16
248	10	10	58	34
248	11	7	1	1
248	12	13	56	54
248	13	20	27	16
248	14	7	83	60
248	15	16	52	48
248	16	20	7	4
248	17	16	77	50
248	18	14	14	8
248	19	1	84	46
248	20	19	81	56
248	21	12	24	12
248	22	7	87	52
248	23	4	10	5
248	24	13	90	58
248	25	8	11	9
248	26	7	85	60
248	27	5	41	29
248	28	10	96	79
248	29	12	66	60
248	30	14	73	59
248	31	10	80	59
248	32	13	89	62
248	33	12	31	29
248	34	15	34	26
248	35	18	27	25
248	36	1	6	6
248	37	12	92	52
248	38	2	26	19
248	39	8	60	52
248	40	11	86	45
248	41	10	45	24
248	42	13	20	11
248	43	18	70	47
248	44	18	56	43
248	45	3	32	20
248	46	13	51	35
248	47	17	84	75
248	48	10	39	25
248	49	9	45	24
248	50	7	21	15
248	51	1	35	30
248	52	19	78	64
248	53	5	41	28
248	54	19	33	28
248	55	7	18	15
248	56	7	47	37
248	57	6	82	74
248	58	2	82	62
248	59	8	97	85
248	60	14	17	13
249	1	17	50	47
249	2	9	98	81
249	3	13	11	10
249	4	19	67	44
249	5	16	59	48
249	6	9	74	54
249	7	17	67	63
249	8	18	22	17
249	9	8	73	37
249	10	19	31	29
249	11	6	99	66
249	12	4	81	65
249	13	14	73	47
249	14	18	27	18
249	15	5	21	16
249	16	18	1	1
249	17	4	34	26
249	18	12	74	73
249	19	8	72	63
249	20	20	55	40
249	21	8	88	47
249	22	7	15	12
249	23	7	65	64
249	24	19	64	39
249	25	15	46	44
249	26	13	58	41
249	27	6	75	60
249	28	6	47	36
249	29	10	50	38
249	30	9	21	11
249	31	15	44	36
249	32	8	20	15
249	33	17	95	65
249	34	20	51	50
249	35	7	10	7
249	36	6	91	71
249	37	14	73	45
249	38	20	2	2
249	39	18	8	6
249	40	13	81	66
249	41	16	77	58
249	42	18	33	26
249	43	18	99	85
249	44	6	75	47
249	45	16	8	5
249	46	20	84	79
249	47	18	31	28
249	48	17	48	43
249	49	10	7	5
249	50	19	72	44
249	51	1	80	72
249	52	19	11	6
249	53	16	5	4
249	54	20	47	36
249	55	18	23	15
249	56	5	93	54
249	57	15	86	68
249	58	11	95	67
249	59	6	11	6
249	60	20	34	22
250	1	12	77	56
250	2	3	26	23
250	3	16	41	33
250	4	10	40	28
250	5	6	52	50
250	6	14	47	34
250	7	19	22	16
250	8	2	65	61
250	9	1	59	33
250	10	19	1	1
250	11	9	14	13
250	12	13	26	18
250	13	12	39	31
250	14	11	44	24
250	15	5	91	89
250	16	12	57	41
250	17	19	20	12
250	18	20	27	23
250	19	9	27	16
250	20	8	65	65
250	21	17	76	40
250	22	16	29	20
250	23	19	95	55
250	24	2	98	82
250	25	10	63	48
250	26	9	26	22
250	27	5	21	16
250	28	1	37	30
250	29	16	10	7
250	30	11	70	62
250	31	6	13	8
250	32	2	89	59
250	33	13	94	80
250	34	3	20	11
250	35	17	35	33
250	36	18	9	7
250	37	10	38	22
250	38	18	35	24
250	39	13	75	50
250	40	20	40	30
250	41	10	81	79
250	42	16	54	43
250	43	9	1	1
250	44	6	99	53
250	45	13	37	28
250	46	7	36	25
250	47	7	36	20
250	48	18	45	35
250	49	20	5	3
250	50	13	94	67
250	51	2	46	36
250	52	13	69	36
250	53	13	97	54
250	54	11	59	41
250	55	6	24	14
250	56	11	33	20
250	57	10	40	29
250	58	18	83	82
250	59	3	63	43
250	60	18	10	6
251	1	9	61	42
251	2	12	57	36
251	3	8	69	39
251	4	12	1	1
251	5	12	56	50
251	6	11	22	20
251	7	13	46	28
251	8	12	33	33
251	9	1	30	21
251	10	11	89	77
251	11	19	91	49
251	12	20	73	40
251	13	1	9	5
251	14	16	7	6
251	15	17	80	57
251	16	12	15	9
251	17	12	70	62
251	18	4	81	41
251	19	1	64	50
251	20	18	47	37
251	21	15	94	56
251	22	14	31	17
251	23	12	65	38
251	24	11	99	85
251	25	1	49	35
251	26	1	9	6
251	27	13	8	5
251	28	6	58	52
251	29	13	30	19
251	30	2	51	38
251	31	9	79	54
251	32	19	9	6
251	33	19	54	32
251	34	11	89	84
251	35	16	43	22
251	36	1	30	17
251	37	2	85	62
251	38	19	33	26
251	39	12	98	98
251	40	19	60	35
251	41	9	20	19
251	42	1	7	4
251	43	7	2	2
251	44	9	97	96
251	45	11	10	9
251	46	10	1	1
251	47	1	58	54
251	48	14	17	12
251	49	14	17	9
251	50	18	35	27
251	51	3	82	70
251	52	4	19	18
251	53	2	62	39
251	54	20	89	58
251	55	10	24	15
251	56	19	79	68
251	57	9	81	49
251	58	19	95	84
251	59	17	83	51
251	60	16	24	15
252	1	2	93	62
252	2	2	47	29
252	3	9	80	72
252	4	7	33	29
252	5	16	67	50
252	6	17	23	20
252	7	10	40	35
252	8	3	17	11
252	9	13	31	30
252	10	18	15	12
252	11	3	83	43
252	12	19	49	46
252	13	15	5	4
252	14	19	67	42
252	15	1	74	49
252	16	20	51	32
252	17	16	24	14
252	18	20	72	53
252	19	15	77	47
252	20	4	94	84
252	21	3	75	75
252	22	4	27	16
252	23	8	53	48
252	24	19	32	31
252	25	3	65	41
252	26	9	22	20
252	27	1	47	28
252	28	6	18	12
252	29	6	67	66
252	30	20	43	42
252	31	14	20	11
252	32	11	52	35
252	33	3	11	9
252	34	1	87	58
252	35	12	77	74
252	36	7	23	13
252	37	3	21	14
252	38	14	9	5
252	39	3	37	26
252	40	2	99	85
252	41	16	88	70
252	42	5	10	9
252	43	1	4	2
252	44	18	42	29
252	45	19	28	19
252	46	20	30	21
252	47	5	64	40
252	48	16	51	41
252	49	14	98	59
252	50	1	91	79
252	51	13	72	71
252	52	13	89	65
252	53	18	33	23
252	54	3	84	69
252	55	8	23	14
252	56	19	68	61
252	57	18	3	2
252	58	10	100	53
252	59	15	22	12
252	60	16	59	44
253	1	2	26	17
253	2	5	95	88
253	3	12	96	80
253	4	3	56	37
253	5	4	79	41
253	6	18	34	30
253	7	9	19	12
253	8	15	9	9
253	9	3	10	5
253	10	12	7	5
253	11	5	32	19
253	12	19	75	71
253	13	3	11	9
253	14	18	23	21
253	15	18	30	20
253	16	14	9	8
253	17	1	68	37
253	18	7	4	2
253	19	14	27	22
253	20	16	50	40
253	21	5	15	13
253	22	4	95	72
253	23	20	21	12
253	24	3	60	44
253	25	11	98	88
253	26	10	29	28
253	27	9	14	10
253	28	9	3	3
253	29	5	96	92
253	30	7	30	24
253	31	4	53	51
253	32	4	61	40
253	33	9	89	62
253	34	20	92	72
253	35	18	35	26
253	36	15	7	4
253	37	9	21	20
253	38	13	3	3
253	39	15	68	58
253	40	14	97	68
253	41	14	46	31
253	42	2	7	6
253	43	20	57	54
253	44	20	39	35
253	45	16	92	87
253	46	16	6	5
253	47	12	27	21
253	48	10	20	12
253	49	8	63	41
253	50	18	28	26
253	51	11	26	18
253	52	5	63	61
253	53	1	49	47
253	54	3	94	78
253	55	16	68	54
253	56	19	63	36
253	57	19	80	47
253	58	16	31	26
253	59	8	33	21
253	60	19	68	66
254	1	5	84	72
254	2	6	27	14
254	3	14	95	56
254	4	16	54	54
254	5	8	78	66
254	6	6	30	29
254	7	6	90	50
254	8	7	80	63
254	9	11	97	72
254	10	13	84	81
254	11	10	99	62
254	12	9	95	71
254	13	3	8	5
254	14	5	35	28
254	15	20	46	29
254	16	17	63	41
254	17	15	48	44
254	18	14	10	7
254	19	17	76	67
254	20	16	1	1
254	21	3	1	1
254	22	8	39	23
254	23	20	58	52
254	24	3	80	48
254	25	13	11	9
254	26	14	12	11
254	27	19	23	21
254	28	13	14	11
254	29	14	40	31
254	30	1	37	35
254	31	11	79	52
254	32	6	16	8
254	33	12	36	33
254	34	7	97	65
254	35	13	60	52
254	36	3	20	17
254	37	20	29	17
254	38	7	60	56
254	39	1	34	34
254	40	11	76	39
254	41	20	18	11
254	42	7	58	55
254	43	7	80	55
254	44	19	88	86
254	45	20	74	49
254	46	9	89	61
254	47	7	15	13
254	48	11	57	47
254	49	17	10	7
254	50	18	44	38
254	51	8	2	1
254	52	10	20	19
254	53	11	98	55
254	54	12	68	54
254	55	16	65	45
254	56	18	76	48
254	57	6	88	61
254	58	20	21	16
254	59	13	75	52
254	60	7	70	69
255	1	13	74	40
255	2	16	88	80
255	3	19	74	61
255	4	5	86	56
255	5	2	79	70
255	6	5	24	19
255	7	16	13	10
255	8	5	83	80
255	9	15	94	55
255	10	10	68	62
255	11	17	1	1
255	12	11	69	65
255	13	10	26	17
255	14	19	30	22
255	15	8	15	10
255	16	19	38	21
255	17	18	71	63
255	18	11	91	87
255	19	5	7	4
255	20	4	58	47
255	21	17	79	71
255	22	15	35	31
255	23	11	20	12
255	24	14	62	55
255	25	16	92	60
255	26	16	73	69
255	27	11	37	28
255	28	9	84	52
255	29	6	66	52
255	30	16	7	6
255	31	1	22	14
255	32	16	77	72
255	33	8	71	70
255	34	13	89	82
255	35	20	54	30
255	36	9	99	64
255	37	5	98	70
255	38	20	92	64
255	39	11	70	59
255	40	15	95	57
255	41	4	92	50
255	42	13	54	47
255	43	4	89	87
255	44	15	94	78
255	45	4	83	67
255	46	13	54	31
255	47	9	63	61
255	48	9	65	51
255	49	9	11	10
255	50	3	16	14
255	51	6	83	80
255	52	18	29	27
255	53	10	48	48
255	54	18	95	87
255	55	9	80	59
255	56	14	34	23
255	57	9	94	73
255	58	3	85	84
255	59	13	66	55
255	60	15	99	79
256	1	13	71	64
256	2	1	58	52
256	3	11	61	53
256	4	15	71	64
256	5	14	14	12
256	6	19	85	55
256	7	16	34	21
256	8	17	95	64
256	9	7	18	15
256	10	3	92	68
256	11	13	34	24
256	12	14	85	60
256	13	10	78	71
256	14	20	61	55
256	15	3	43	33
256	16	19	35	33
256	17	16	25	24
256	18	15	14	11
256	19	2	92	62
256	20	5	20	12
256	21	7	85	69
256	22	5	95	78
256	23	13	82	52
256	24	12	76	47
256	25	18	39	38
256	26	15	90	73
256	27	12	58	57
256	28	10	85	44
256	29	8	10	9
256	30	16	20	13
256	31	8	58	45
256	32	13	19	13
256	33	8	52	45
256	34	1	71	40
256	35	2	58	47
256	36	13	52	38
256	37	2	6	4
256	38	18	64	36
256	39	20	50	29
256	40	9	34	32
256	41	17	28	25
256	42	10	89	64
256	43	5	23	15
256	44	6	12	8
256	45	10	8	6
256	46	18	38	38
256	47	20	58	50
256	48	7	81	51
256	49	1	80	67
256	50	18	77	65
256	51	6	1	1
256	52	5	1	1
256	53	2	66	52
256	54	19	47	28
256	55	11	63	43
256	56	7	59	44
256	57	2	9	7
256	58	2	50	27
256	59	10	36	23
256	60	18	10	9
257	1	8	96	93
257	2	13	14	12
257	3	7	36	23
257	4	18	40	34
257	5	1	75	39
257	6	6	20	10
257	7	7	87	70
257	8	9	84	50
257	9	6	37	19
257	10	10	43	33
257	11	8	5	5
257	12	7	95	49
257	13	17	4	2
257	14	17	9	6
257	15	5	43	24
257	16	5	38	23
257	17	13	51	31
257	18	19	87	78
257	19	9	44	36
257	20	14	97	89
257	21	15	58	53
257	22	7	99	50
257	23	15	43	36
257	24	14	65	60
257	25	4	10	8
257	26	9	24	23
257	27	8	23	22
257	28	8	75	73
257	29	1	18	10
257	30	11	35	23
257	31	4	30	17
257	32	9	44	39
257	33	7	73	54
257	34	3	60	44
257	35	14	65	49
257	36	2	92	82
257	37	15	69	44
257	38	7	29	16
257	39	16	78	62
257	40	20	64	39
257	41	9	47	38
257	42	8	5	3
257	43	11	74	44
257	44	2	28	25
257	45	11	31	20
257	46	4	60	30
257	47	10	25	14
257	48	9	52	27
257	49	12	86	73
257	50	14	28	15
257	51	12	42	41
257	52	12	78	72
257	53	16	55	29
257	54	7	67	61
257	55	5	38	24
257	56	1	43	29
257	57	14	68	51
257	58	19	12	10
257	59	19	79	53
257	60	2	6	6
258	1	7	63	60
258	2	19	99	58
258	3	7	99	88
258	4	10	80	44
258	5	13	98	77
258	6	14	61	49
258	7	12	66	47
258	8	13	4	2
258	9	12	71	70
258	10	13	40	26
258	11	6	18	11
258	12	2	30	21
258	13	18	33	27
258	14	5	27	14
258	15	11	64	48
